City_ID,City,Country,Max Temp,Lat,Lng,Current Description,Hotel Name
397,Cumberland,US,57.7,35.0502,-78.8664,clear sky,
398,Natchez,US,49.44,31.5604,-91.4032,clear sky,
399,Praxedis Guerrero,MX,50.14,31.3667,-106.0167,overcast clouds,
401,Brighton,GB,48.24,50.8284,-0.1395,broken clouds,
402,Norfolk,US,47.66,42.1668,-71.2495,overcast clouds,
403,Manhattan,US,48.94,40.7834,-73.9662,clear sky,
405,Montrose,US,36.81,38.4166,-108.2673,clear sky,
406,Silver City,US,46.36,32.7701,-108.2803,clear sky,
407,Alamogordo,US,45.41,32.8995,-105.9603,overcast clouds,
408,Portales,US,48.33,34.1862,-103.3344,overcast clouds,
409,Atchison,US,28.58,39.563,-95.1216,overcast clouds,
410,Warner Robins,US,54.14,32.621,-83.5999,scattered clouds,
411,Ottawa,CA,32.43,45.4112,-75.6981,scattered clouds,
412,San Jacinto,US,73.42,33.7839,-116.9586,scattered clouds,
413,Estelle,US,54.0,29.8458,-90.1067,overcast clouds,
415,Ojinaga,MX,44.42,29.5667,-104.4167,overcast clouds,
417,Sanger,US,69.66,36.708,-119.556,clear sky,
418,Burley,US,48.29,42.5357,-113.7928,clear sky,
420,Fort Myers Beach,US,77.07,26.452,-81.9481,overcast clouds,
421,Pine Bluff,US,51.73,34.2284,-92.0032,clear sky,
422,Festus,US,27.48,38.2206,-90.396,overcast clouds,
425,Crossville,US,40.1,35.949,-85.0269,broken clouds,
426,Carrollton,US,53.94,32.9537,-96.8903,clear sky,
427,Fruitville,US,75.92,27.3298,-82.4576,clear sky,
428,Wichita,US,37.45,37.6922,-97.3375,few clouds,
429,Alexander City,US,49.5,32.944,-85.9539,overcast clouds,
432,Big Spring,US,52.25,32.2504,-101.4787,clear sky,
433,Idaho Falls,US,34.0,43.4666,-112.0341,clear sky,
434,Santa Ana,US,77.02,33.7456,-117.8678,overcast clouds,
436,Tehachapi,US,58.64,35.1322,-118.449,broken clouds,
437,Sheridan,US,39.58,44.8333,-106.9173,clear sky,
438,Virginia Beach,US,52.02,36.8529,-75.978,scattered clouds,
439,Listowel,IE,40.71,52.4464,-9.485,scattered clouds,
440,Prescott Valley,US,57.25,34.5894,-112.3252,clear sky,
441,Morris,US,45.63,40.8334,-74.5329,scattered clouds,
444,Mountain Home,US,52.43,43.133,-115.6912,clear sky,
445,Sunrise Manor,US,66.29,36.2111,-115.0731,clear sky,
446,Chino Valley,US,58.68,34.7575,-112.4538,clear sky,
448,Ridgecrest,US,66.06,35.6225,-117.6709,clear sky,
449,Pittsburg,US,67.66,38.028,-121.8847,clear sky,
451,Huntsville,US,46.81,34.7304,-86.5861,clear sky,
452,Nueva Rosita,MX,40.55,27.95,-101.2167,overcast clouds,
454,Henderson,US,66.22,36.0397,-114.9819,clear sky,
455,Pendleton,US,65.8,45.6721,-118.7886,clear sky,
456,Anahuac,MX,45.5,27.2333,-100.15,overcast clouds,
457,Olive Branch,US,44.28,34.9618,-89.8295,scattered clouds,
459,Madisonville,US,34.21,37.3281,-87.4989,broken clouds,
460,Spearfish,US,38.28,44.4908,-103.8594,clear sky,
461,Mechanicsville,US,51.33,37.6088,-77.3733,broken clouds,
462,Evans,US,54.61,33.5337,-82.1307,overcast clouds,
464,Carthage,TN,58.53,36.8611,10.3316,few clouds,
465,Fort Stewart,US,58.87,31.8722,-81.61,scattered clouds,
467,Horn Lake,US,44.58,34.9554,-90.0348,broken clouds,
468,Seymour,US,27.32,38.9592,-85.8903,overcast clouds,
469,Castanos,MX,43.34,26.7833,-101.4167,overcast clouds,
471,Mulege,MX,69.1,26.8833,-111.9833,scattered clouds,
472,Greensburg,US,32.63,40.3015,-79.5389,overcast clouds,
473,Levelland,US,50.2,33.5873,-102.378,overcast clouds,
474,Selma,US,69.85,36.5708,-119.6121,clear sky,
475,Soddy-Daisy,US,47.93,35.2359,-85.1908,overcast clouds,
476,Brookhaven,US,47.86,31.5791,-90.4407,overcast clouds,
478,Creel,MX,44.76,27.75,-107.6333,moderate rain,
479,Bossier City,US,55.58,32.516,-93.7321,clear sky,
480,Culpeper,US,50.92,38.5004,-77.9664,clear sky,
481,Portland,US,68.81,45.5234,-122.6762,scattered clouds,
484,Chatham,GB,49.19,51.3789,0.5279,scattered clouds,
485,Dyersburg,US,42.94,36.0345,-89.3856,scattered clouds,
487,Blackfoot,US,44.38,43.1905,-112.345,broken clouds,
489,Scottsbluff,US,43.92,41.8666,-103.6672,clear sky,
490,Saint Albans,GB,48.9,51.75,-0.3333,few clouds,
491,Little Rock,US,46.36,34.7465,-92.2896,scattered clouds,
493,Artesia,US,77.23,33.8658,-118.0831,clear sky,
495,Primo Tapia,MX,72.95,32.22,-116.9172,scattered clouds,
496,Mansfield,GB,45.79,53.1333,-1.2,overcast clouds,
497,Lamesa,US,50.52,32.7376,-101.951,broken clouds,
498,Emporia,US,34.0,38.4039,-96.1817,overcast clouds,
499,Bloomingdale,US,72.25,27.8936,-82.2404,scattered clouds,
500,Ramos Arizpe,MX,45.95,25.55,-100.9667,overcast clouds,
501,Etchoropo,MX,75.42,26.7667,-109.6667,overcast clouds,
502,Chester,US,44.08,40.1254,-75.8749,clear sky,
503,Fredericksburg,US,52.34,38.3032,-77.4605,clear sky,
505,Caborca,MX,71.67,30.5838,-111.101,scattered clouds,
508,Gainesville,US,53.74,29.6516,-82.3248,broken clouds,
512,Muskogee,US,43.34,35.5834,-95.3336,clear sky,
513,Sierra Vista,US,62.2,31.5545,-110.3037,scattered clouds,
514,Lockhart,US,75.94,28.6194,-81.4426,overcast clouds,
515,Aliquippa,US,33.93,40.6367,-80.2401,overcast clouds,
516,Wharton,US,52.99,29.3116,-96.1027,overcast clouds,
517,Vicksburg,US,53.28,32.3526,-90.8779,clear sky,
518,Conway,US,46.38,35.0887,-92.4421,clear sky,
519,Rome,US,48.51,34.257,-85.1647,broken clouds,
521,Hannibal,US,27.52,39.7084,-91.3585,overcast clouds,
522,West Columbia,US,57.02,33.9935,-81.074,broken clouds,
523,Lynn Haven,US,52.05,30.2455,-85.6483,overcast clouds,
524,Exeter,GB,45.99,50.7236,-3.5275,broken clouds,
525,Weatherford,US,53.26,32.7593,-97.7972,broken clouds,
526,Orangeburg,US,57.16,33.4918,-80.8557,clear sky,
527,Shreveport,US,55.62,32.5251,-93.7502,clear sky,
528,Grand Island,US,29.19,40.925,-98.342,clear sky,
529,Beckley,US,35.67,37.7782,-81.1882,overcast clouds,
532,Salisbury,GB,49.64,51.0693,-1.7957,drizzle,
533,Laurel,US,50.4,39.0993,-76.8483,clear sky,
534,Deming,US,48.09,32.2687,-107.7586,broken clouds,
535,Wellington,NZ,71.26,-41.2866,174.7756,scattered clouds,
536,Allende,MX,51.93,25.2833,-100.0167,scattered clouds,
537,Bristol,US,47.77,41.8334,-71.1662,overcast clouds,
540,Laguna Beach,US,77.34,33.5423,-117.7831,overcast clouds,
541,South Venice,US,76.98,27.0531,-82.4243,clear sky,
542,Plainfield,US,48.88,40.6168,-74.4173,clear sky,
543,Kerrville,US,42.53,30.0474,-99.1403,overcast clouds,
545,Corinth,GR,50.9,37.9407,22.9573,scattered clouds,
546,Ocampo,MX,68.54,21.65,-101.5,scattered clouds,
547,Elizabethtown,US,31.59,37.694,-85.8591,scattered clouds,
548,Portsmouth,GB,50.13,50.799,-1.0913,broken clouds,
550,Los Lunas,US,50.65,34.8062,-106.7334,overcast clouds,
551,Wichita Falls,US,51.93,33.9137,-98.4934,clear sky,
552,Marmora,IT,41.13,44.4583,7.094,overcast clouds,
555,Hollins,US,45.25,37.3413,-79.9431,scattered clouds,
556,Van Buren,US,44.62,35.4368,-94.3483,clear sky,
557,Charleston,US,59.07,32.7766,-79.9309,overcast clouds,
558,Roswell,US,49.87,34.0232,-84.3616,clear sky,
559,Santa Barbara,US,60.33,34.7333,-120.0343,clear sky,
560,Live Oak,US,69.6,36.9836,-121.9805,clear sky,
561,California City,US,64.18,35.1258,-117.9859,clear sky,
563,Paragould,US,42.62,36.0584,-90.4973,scattered clouds,
566,Elizabeth City,US,49.01,36.2946,-76.2511,clear sky,
567,Gustavo Diaz Ordaz,MX,57.09,26.2333,-98.5833,overcast clouds,
568,Santa Isabel,BR,72.7,-23.3156,-46.2214,clear sky,
569,Forest Acres,US,56.98,34.0193,-80.9898,clear sky,
570,Delhi,IN,62.69,28.6667,77.2167,mist,
572,Mantua,IT,49.24,45.1667,10.7833,overcast clouds,
573,Jonesboro,US,42.57,35.8423,-90.7043,clear sky,
574,Oak Ridge,US,46.49,36.0104,-84.2696,broken clouds,
575,Saint Pete Beach,US,71.2,27.7253,-82.7412,broken clouds,
576,Paris,FR,54.37,48.8534,2.3488,broken clouds,
577,Lake City,US,49.86,30.1897,-82.6393,light rain,
578,Susanville,US,53.44,40.4163,-120.653,clear sky,
580,Canyon,US,49.51,34.9803,-101.9188,few clouds,
581,Ahome,MX,70.68,25.9167,-109.1833,scattered clouds,
582,Owensboro,US,31.26,37.7742,-87.1133,broken clouds,
584,Casas Grandes,MX,43.57,30.3667,-107.95,overcast clouds,
585,Sutton,GB,48.58,51.35,-0.2,scattered clouds,
586,Tucson,US,71.98,32.2217,-110.9265,clear sky,
587,Roanoke Rapids,US,52.38,36.4615,-77.6542,clear sky,
588,Hanford,US,70.41,36.3275,-119.6457,clear sky,
589,Porterville,US,71.55,36.0652,-119.0168,clear sky,
590,Cimarron Hills,US,40.53,38.8586,-104.6989,clear sky,
591,Arteaga,MX,73.09,18.4667,-102.4167,clear sky,
593,Ken Caryl,US,45.0,39.5773,-105.1169,clear sky,
595,Estacion Coahuila,MX,76.57,32.1939,-115.0017,clear sky,
596,Goose Creek,US,58.96,32.981,-80.0326,overcast clouds,
597,Rock Springs,US,35.04,41.5875,-109.2029,clear sky,
599,Brigham City,US,48.22,41.5102,-112.0155,clear sky,
600,Bloomfield,US,48.97,40.8068,-74.1854,clear sky,
601,Brandon,US,72.25,27.9378,-82.2859,scattered clouds,
604,Uniontown,US,33.46,39.9001,-79.7164,broken clouds,
605,Spring Valley,US,64.35,36.108,-115.245,few clouds,
606,Ironton,US,38.08,38.5368,-82.6829,broken clouds,
607,Tilbury,GB,49.37,51.4625,0.3586,few clouds,
608,Clarksdale,US,46.9,34.2001,-90.5709,clear sky,
609,Lake Charles,US,53.6,30.2131,-93.2044,clear sky,
610,Altoona,US,34.81,40.5187,-78.3947,overcast clouds,
611,Blythe,US,75.04,33.6103,-114.5964,scattered clouds,
612,Cocorit,MX,74.62,27.5833,-109.9667,overcast clouds,
613,Imuris,MX,69.1,30.7833,-110.8667,broken clouds,
614,Fairhope,US,54.05,30.523,-87.9033,broken clouds,
615,Crestview,US,51.71,30.7621,-86.5705,overcast clouds,
616,Golden,US,45.88,39.7555,-105.2211,few clouds,
617,Piney Green,US,55.58,34.716,-77.3202,clear sky,
619,Las Cruces,US,52.56,32.3123,-106.7783,overcast clouds,
621,Rio Bravo,MX,57.11,25.9833,-98.1,broken clouds,
622,Newberry,US,54.46,34.2746,-81.6187,overcast clouds,
623,San Blas,MX,76.48,21.5167,-105.2667,clear sky,
624,Sugar Land,US,54.21,29.6197,-95.6349,broken clouds,
625,Abilene,US,53.82,32.4487,-99.7331,few clouds,
627,Bainbridge,US,69.21,47.6262,-122.5212,clear sky,
628,West Odessa,US,53.06,31.8424,-102.4988,overcast clouds,
630,Raton,US,40.32,36.9034,-104.4391,clear sky,
631,Fulton,US,50.41,33.7668,-84.4499,clear sky,
632,New Port Richey,US,68.38,28.2442,-82.7193,overcast clouds,
633,Leeds,GB,46.33,53.7964,-1.5477,overcast clouds,
634,Lander,US,32.97,42.833,-108.7307,clear sky,
636,Sulphur,US,53.58,30.2366,-93.3774,broken clouds,
638,Pleasanton,US,67.48,37.6624,-121.8747,clear sky,
639,Ontario,US,74.01,34.0633,-117.6509,broken clouds,
640,Graham,US,66.29,47.0529,-122.2943,clear sky,
641,Elmira,US,36.19,42.0898,-76.8077,snow,
642,West Monroe,US,55.4,32.5185,-92.1476,clear sky,
643,Lincolnton,US,51.66,35.4737,-81.2545,clear sky,
645,San Angelo,US,54.95,31.4638,-100.437,overcast clouds,
646,Ramona,US,72.75,33.0417,-116.8681,clear sky,
647,Pella,RU,39.25,59.7775,30.8181,overcast clouds,
648,Preston,GB,44.89,53.7667,-2.7167,broken clouds,
650,Bastrop,US,55.08,32.7562,-91.8724,clear sky,
652,Lindsay,US,71.8,36.203,-119.0882,clear sky,
653,Castle Rock,US,42.08,39.3722,-104.8561,clear sky,
654,Kingsland,US,56.91,30.8,-81.6898,overcast clouds,
655,De Land,US,69.8,29.0283,-81.3031,overcast clouds,
656,Alamos,MX,67.84,27.0167,-108.9333,light rain,
657,Cookeville,US,41.81,36.1628,-85.5016,clear sky,
658,Fergus,US,43.18,47.3,-109.2674,few clouds,
659,Annapolis,US,51.19,38.9785,-76.4922,clear sky,
660,Natchitoches,US,55.38,31.7668,-93.1335,clear sky,
662,El Dorado,US,59.52,38.7666,-120.5177,overcast clouds,
663,Sonoita,MX,72.75,31.85,-112.8333,broken clouds,
665,Buckeye,US,76.41,33.3703,-112.5838,clear sky,
666,Toccoa,US,51.37,34.5773,-83.3324,clear sky,
667,Ascension,US,52.27,30.2169,-90.9001,overcast clouds,
668,Kannapolis,US,52.83,35.4874,-80.6217,clear sky,
669,Canton,CN,70.88,23.1167,113.25,overcast clouds,
670,Naples,IT,53.85,40.8333,14.25,clear sky,
672,Nuevo Casas Grandes,MX,44.91,30.4167,-107.9167,overcast clouds,
673,Cannington,AU,67.77,-32.0167,115.95,clear sky,
674,Torrington,US,44.78,41.8007,-73.1212,broken clouds,
676,Port Stanley,FK,46.2,-51.7,-57.85,overcast clouds,
677,Great Bend,US,36.03,38.3645,-98.7648,clear sky,
678,Saint Thomas,BB,76.32,13.1833,-59.5833,few clouds,
679,Fort Walton Beach,US,52.99,30.4058,-86.6188,overcast clouds,
680,Hagerstown,US,44.58,39.6418,-77.72,broken clouds,
681,Valdosta,US,50.04,30.8327,-83.2785,overcast clouds,
682,Ponca City,US,41.02,36.707,-97.0856,clear sky,
683,Lubbock,US,52.05,33.6001,-101.8338,scattered clouds,
685,Las Vegas,US,65.64,36.175,-115.1372,clear sky,
687,Meridian,US,55.15,43.6121,-116.3915,clear sky,
689,Gulfport,US,53.65,30.3674,-89.0928,broken clouds,
690,Bay Saint Louis,US,51.87,30.3088,-89.33,overcast clouds,
692,Saraland,US,54.32,30.8207,-88.0706,overcast clouds,
693,Los Alamos,US,37.58,35.8881,-106.307,snow,
694,Somerset,US,48.65,40.5668,-74.5496,clear sky,
695,Badiraguato,MX,76.39,25.3667,-107.5167,light rain,
696,Alice,US,49.44,27.7523,-98.0697,overcast clouds,
697,Quincy,US,48.15,42.2529,-71.0023,few clouds,
698,Tifton,US,49.96,31.4505,-83.5085,overcast clouds,
699,Camp Verde,US,64.18,34.5636,-111.8543,broken clouds,
700,Poplar Bluff,US,40.77,36.757,-90.3929,clear sky,
701,Yucca Valley,US,66.65,34.1142,-116.4322,few clouds,
702,El Campo,US,52.09,29.1966,-96.2697,overcast clouds,
704,Destin,US,51.96,30.3935,-86.4958,overcast clouds,
705,Valley Station,US,32.65,38.1112,-85.8702,scattered clouds,
707,Rio Rancho,US,49.14,35.2334,-106.6645,broken clouds,
708,Norwich,GB,49.24,52.6278,1.2983,broken clouds,
709,Topolobampo,MX,70.95,25.6,-109.05,broken clouds,
710,Tahlequah,US,42.08,35.9154,-94.97,clear sky,
712,Guadalupe Victoria,MX,76.73,32.2869,-115.105,clear sky,
713,Statesboro,US,55.2,32.4488,-81.7832,scattered clouds,
715,Safford,US,61.75,32.834,-109.7076,overcast clouds,
716,Marysville,US,68.34,48.0518,-122.1771,clear sky,
718,Clearwater,US,69.03,27.9659,-82.8001,overcast clouds,
719,Mission,US,57.04,26.2159,-98.3253,overcast clouds,
721,Borger,NL,51.01,52.9233,6.7931,overcast clouds,
722,Redmond,US,69.44,47.674,-122.1215,clear sky,
725,Bend,US,58.86,44.0582,-121.3153,clear sky,
726,Brownfield,US,50.95,33.1812,-102.2744,broken clouds,
727,Rogers,US,42.93,36.3668,-95.5836,clear sky,
728,Villa Union,MX,75.9,23.2,-106.2333,overcast clouds,
729,Jerome,US,49.68,42.7241,-114.5186,clear sky,
730,Pinehurst,US,56.5,35.1954,-79.4695,clear sky,
732,Beaufort,MY,77.99,5.3473,115.7455,broken clouds,
734,Bryan,US,53.49,30.6744,-96.37,overcast clouds,
735,West Helena,US,46.08,34.5507,-90.6418,broken clouds,
737,Mocorito,MX,76.33,25.4833,-107.9167,light rain,
738,General Teran,MX,54.46,25.2667,-99.6833,scattered clouds,
740,Adolfo Lopez Mateos,MX,37.92,28.4667,-107.3,light rain,
741,Aberdeen,GB,44.55,57.1437,-2.0981,broken clouds,
742,Alma,CA,33.93,48.5501,-71.6491,broken clouds,
743,Hershey,US,44.85,40.2859,-76.6503,broken clouds,
744,Sedona,US,59.67,34.8697,-111.761,clear sky,
745,Prescott,US,56.21,34.54,-112.4685,clear sky,
746,Bahia Honda,CU,77.13,22.9036,-83.1592,light rain,
747,Hobbs,US,49.82,32.7026,-103.136,overcast clouds,
748,Dana Point,US,75.74,33.467,-117.6981,broken clouds,
749,Anderson,US,54.23,34.5334,-82.6499,clear sky,
750,Rockport,US,51.84,28.0206,-97.0544,light rain,
751,North Ogden,US,47.88,41.3072,-111.9602,clear sky,
752,Huntington,US,38.61,38.4193,-82.4452,broken clouds,
754,Zephyrhills,US,75.09,28.2336,-82.1812,overcast clouds,
755,Chambersburg,US,43.2,39.9376,-77.6611,broken clouds,
756,Maryland Heights,US,27.14,38.7131,-90.4298,overcast clouds,
757,Lynchburg,US,51.28,37.4138,-79.1423,clear sky,
758,Eloy,US,73.26,32.7559,-111.5548,overcast clouds,
760,Ithaca,US,37.49,42.4406,-76.4966,light snow,
761,Barstow,US,66.16,34.8986,-117.0228,scattered clouds,
762,Hopkinsville,US,37.44,36.8656,-87.4886,broken clouds,
763,Huntington Beach,US,77.31,33.6603,-117.9992,overcast clouds,
764,Nampa,US,55.47,43.5407,-116.5635,clear sky,
765,Gardendale,US,50.43,33.6601,-86.8128,broken clouds,
766,Winder,US,49.75,33.9926,-83.7202,clear sky,
767,Isla Vista,US,67.98,34.4133,-119.861,clear sky,
768,Brockville,CA,32.29,44.5834,-75.6826,scattered clouds,
769,Hilton Head Island,US,59.11,32.2163,-80.7526,overcast clouds,
771,Batesville,US,42.44,35.7698,-91.641,clear sky,
774,Carpinteria,US,70.29,34.3989,-119.5185,overcast clouds,
775,Fremont,US,68.52,37.5483,-121.9886,clear sky,
776,Burkburnett,US,52.48,34.0979,-98.5706,few clouds,
777,Warren,US,27.03,39.4334,-84.1666,overcast clouds,
778,Cross Lanes,US,39.58,38.4204,-81.7907,broken clouds,
779,Cudahy,US,76.51,33.9606,-118.1853,clear sky,
781,Paducah,US,37.45,37.0834,-88.6001,scattered clouds,
784,Bogalusa,US,51.85,30.791,-89.8487,overcast clouds,
785,Garcia,MX,58.37,25.8167,-100.5833,overcast clouds,
786,Beatrice,US,30.18,40.2681,-96.747,broken clouds,
787,Shelby,US,44.69,35.2001,-89.8668,scattered clouds,
788,Middle River,US,50.04,39.3343,-76.4394,scattered clouds,
789,Hidalgo,MX,51.91,20.5,-99.0,scattered clouds,
790,Nassau,US,48.97,40.7507,-73.5829,broken clouds,
791,Jennings,US,27.12,38.7192,-90.2604,overcast clouds,
792,Tarboro,US,53.51,35.8968,-77.5358,clear sky,
794,Abbeville,FR,45.48,50.1,1.8333,broken clouds,
795,Boulder City,US,62.28,35.9786,-114.8325,clear sky,
796,Bayonet Point,US,68.36,28.3267,-82.6834,overcast clouds,
797,Paradise,US,64.06,36.0972,-115.1467,few clouds,
798,Clemson,US,54.28,34.6834,-82.8374,clear sky,
799,Durham,US,53.44,36.0335,-78.8664,few clouds,
800,Fountain Hills,US,72.73,33.6117,-111.7174,scattered clouds,
801,Yazoo City,US,48.9,32.8551,-90.4056,overcast clouds,
802,Hope Mills,US,57.6,34.9704,-78.9453,overcast clouds,
803,Hereford,GB,47.05,52.0568,-2.7148,broken clouds,
804,Grenada,ES,51.67,37.1882,-3.6067,few clouds,
805,Fort Oglethorpe,US,47.1,34.949,-85.2569,broken clouds,
806,Taylor,US,53.06,32.3001,-99.8337,few clouds,
808,Valparaiso,CL,76.64,-33.0393,-71.6273,clear sky,
810,Forest,US,47.12,37.3638,-79.2897,few clouds,
812,Duncanville,US,53.42,32.6518,-96.9083,clear sky,
815,Andrews,US,52.29,32.3187,-102.5457,broken clouds,
816,Independence,US,28.11,39.0911,-94.4155,overcast clouds,
820,Odessa,UA,41.27,46.4775,30.7326,scattered clouds,
823,Gatesville,US,56.3,31.4352,-97.7439,clear sky,
824,Dublin,US,67.51,37.7021,-121.9358,clear sky,
829,Canyon Lake,US,50.76,29.8752,-98.2625,overcast clouds,
830,Harrisonburg,US,43.21,38.4496,-78.8689,clear sky,
831,Bullhead City,US,72.93,35.1478,-114.5683,clear sky,
